date,Red & White Cabbage,Romaine,Kale,Baby Spinach,Wholemeal Wrap,Spinach Wrap,Tortilla Wrap,Tomato Wrap,Cauliflower Rice,Quinoa,Pea Sprouts,Pomelo,Radish Pickles,Mixed Seeds,Sesame Seeds,Furikake,Crushed Peanuts,Cucumber Pickles,Lime Wedge,Jalapeno,Fresh Herbs,Grated Eggs,Tofu,Raisins,Mandarin Orange,Green Apple,Grapes,Croutons,Soba Noodles,Roasted Pumpkins,Potato,Black Beans,Chickpeas,Edamame,Broccoli,Sweet Corn,French Beans,Olives,Red Onions,Cherry Tomatoes,Capsicum,Cucumbers,Carrot,Beetroot,Sous-vide Chicken,Sous-vide Salmon,Super Protein Patty,Thai Asparagus,Toasted Almonds,Walnuts,Bacon Bits,Roasted Lemongrass Chicken,Tandoori Chicken,Roasted Chicken,Seared Tuna,Smoked Salmon,Grilled Halloumi Cheese,Feta,Parmesan,Cheddar,Soft Boiled Eggs,Whole Eggs,Veggie Patty,Falafel,Grilled Tofu,Avocado,Roasted Brussel Sprouts,Warm Baked Mushrooms,Arabian Spiced Vinaigrette,Indian Spiced Yoghurt,Japanese Miso,Korean Chilli Vinaigrette,Sesame Lime,Thai Turmeric,Wasabi Honey Soy,Balsamic Vinagrette,Basil Pesto,Cashew Mint,Classic Caesar,Honey Dijon,Lemon & Oil,Mixed Berries Vinaigrette,Olive Oil,Salt & Pepper,Smoked Pimento,Smoky Ranch,Tabbasco Sauce
2016-09-23,78,60,36,32,19,27,64,32,50,73,80,89,99,64,91,21,44,84,38,58,25,100,25,64,89,49,32,91,81,43,55,41,69,27,61,86,29,88,38,31,31,46,63,37,82,64,25,68,26,61,80,89,99,64,91,21,44,84,38,58,25,100,25,64,89,44,84,38,58,25,100,25,64,89,49,32,91,81,43,55,41,69,27,61,86,29,88
2016-09-24,93,76,44,19,28,29,73,19,60,79,76,84,97,68,108,34,35,114,37,48,61,75,44,101,78,65,23,113,73,67,81,50,88,29,62,104,35,94,49,36,29,47,57,45,104,71,22,50,19,85,76,84,97,68,108,34,35,114,37,48,61,75,44,101,78,35,114,37,48,61,75,44,101,78,65,23,113,73,67,81,50,88,29,62,104,35,94
2016-09-25,97,91,41,31,18,34,89,31,62,93,79,82,103,63,116,28,41,107,58,52,48,125,35,84,97,59,30,113,84,56,85,50,82,34,87,107,40,85,45,31,29,45,63,43,84,75,26,59,24,85,79,82,103,63,116,28,41,107,58,52,48,125,35,84,97,41,107,58,52,48,125,35,84,97,59,30,113,84,56,85,50,82,34,87,107,40,85
2016-09-26,52,51,38,18,15,17,45,18,38,54,61,62,61,45,67,20,30,62,22,34,39,64,25,64,64,31,17,70,51,40,62,39,57,17,57,65,23,61,41,28,20,34,44,23,48,50,18,37,25,72,61,62,61,45,67,20,30,62,22,34,39,64,25,64,64,30,62,22,34,39,64,25,64,64,31,17,70,51,40,62,39,57,17,57,65,23,61
2016-09-27,84,45,31,17,23,20,53,17,52,72,55,56,91,67,71,23,26,75,49,52,31,78,28,55,81,39,14,81,59,47,57,43,69,20,72,73,29,77,31,28,24,34,40,31,87,57,25,67,27,54,55,56,91,67,71,23,26,75,49,52,31,78,28,55,81,26,75,49,52,31,78,28,55,81,39,14,81,59,47,57,43,69,20,72,73,29,77
2016-09-28,77,57,30,26,21,27,53,26,49,85,55,64,93,71,90,25,34,85,28,46,44,80,23,58,80,51,28,84,72,30,55,46,65,27,58,71,38,73,43,33,28,48,58,24,88,59,27,47,23,56,55,64,93,71,90,25,34,85,28,46,44,80,23,58,80,34,85,28,46,44,80,23,58,80,51,28,84,72,30,55,46,65,27,58,71,38,73
2016-09-29,71,59,36,24,12,22,57,24,62,81,67,69,74,67,80,30,28,97,28,50,37,73,19,66,98,57,31,104,71,47,62,47,60,22,89,72,35,102,38,38,18,33,63,39,95,52,27,44,31,85,67,69,74,67,80,30,28,97,28,50,37,73,19,66,98,28,97,28,50,37,73,19,66,98,57,31,104,71,47,62,47,60,22,89,72,35,102
2016-09-30,65,67,43,25,17,32,59,25,60,58,69,85,82,54,109,24,35,83,55,51,49,93,32,76,85,57,20,106,77,51,83,38,67,32,65,91,32,77,44,28,20,42,41,27,86,75,21,70,28,71,69,85,82,54,109,24,35,83,55,51,49,93,32,76,85,35,83,55,51,49,93,32,76,85,57,20,106,77,51,83,38,67,32,65,91,32,77
2016-10-01,102,69,38,25,18,29,63,25,56,68,67,76,76,59,76,31,36,79,42,53,42,70,33,88,74,50,24,92,72,39,62,35,69,29,66,78,39,99,54,30,27,32,58,22,90,66,18,52,37,60,67,76,76,59,76,31,36,79,42,53,42,70,33,88,74,36,79,42,53,42,70,33,88,74,50,24,92,72,39,62,35,69,29,66,78,39,99
2016-10-02,84,64,48,19,16,21,61,19,63,72,94,58,92,68,108,30,34,94,40,48,45,101,35,63,81,56,25,113,65,47,72,53,70,21,83,87,35,81,59,35,22,48,53,29,80,70,22,54,27,68,94,58,92,68,108,30,34,94,40,48,45,101,35,63,81,34,94,40,48,45,101,35,63,81,56,25,113,65,47,72,53,70,21,83,87,35,81
2016-10-03,65,39,30,19,10,15,35,19,46,56,62,56,78,44,68,22,28,72,36,26,26,57,23,43,74,35,14,70,57,26,52,39,49,15,66,53,25,59,43,23,17,28,38,23,67,46,13,45,24,40,62,56,78,44,68,22,28,72,36,26,26,57,23,43,74,28,72,36,26,26,57,23,43,74,35,14,70,57,26,52,39,49,15,66,53,25,59
2016-10-04,62,51,24,12,22,19,54,12,37,56,59,51,64,52,73,15,37,85,33,45,31,73,26,58,64,46,17,67,66,37,57,43,56,19,43,79,15,87,34,35,22,34,49,30,73,48,27,36,26,69,59,51,64,52,73,15,37,85,33,45,31,73,26,58,64,37,85,33,45,31,73,26,58,64,46,17,67,66,37,57,43,56,19,43,79,15,87
2016-10-05,67,56,21,24,8,23,57,24,49,69,59,45,72,48,73,22,29,65,41,42,36,80,30,64,65,43,16,89,58,28,45,34,69,23,49,66,20,80,35,18,24,52,40,20,76,64,21,35,24,64,59,45,72,48,73,22,29,65,41,42,36,80,30,64,65,29,65,41,42,36,80,30,64,65,43,16,89,58,28,45,34,69,23,49,66,20,80
2016-10-06,75,61,42,19,20,20,62,19,65,69,63,81,79,57,81,19,38,75,47,38,36,60,23,59,65,42,21,78,61,29,69,45,66,20,66,51,24,80,43,32,24,43,53,24,84,50,24,48,25,70,63,81,79,57,81,19,38,75,47,38,36,60,23,59,65,38,75,47,38,36,60,23,59,65,42,21,78,61,29,69,45,66,20,66,51,24,80
2016-10-07,72,56,39,16,21,33,56,16,46,65,60,74,81,55,93,16,37,86,41,42,43,87,39,52,82,53,26,90,67,45,60,36,78,33,68,71,29,85,46,29,20,33,54,39,75,66,20,56,27,49,60,74,81,55,93,16,37,86,41,42,43,87,39,52,82,37,86,41,42,43,87,39,52,82,53,26,90,67,45,60,36,78,33,68,71,29,85
2016-10-08,81,70,35,31,24,31,79,31,70,77,84,76,78,62,83,31,40,76,49,52,39,85,24,86,71,49,22,97,88,43,56,52,64,31,71,74,23,87,38,28,25,39,61,28,79,67,33,59,35,87,84,76,78,62,83,31,40,76,49,52,39,85,24,86,71,40,76,49,52,39,85,24,86,71,49,22,97,88,43,56,52,64,31,71,74,23,87
2016-10-09,82,66,40,32,27,22,58,32,54,81,96,74,101,66,111,31,29,87,50,38,44,96,29,96,101,56,19,124,90,41,75,56,75,22,80,99,33,89,45,28,21,45,50,26,92,77,21,44,42,78,96,74,101,66,111,31,29,87,50,38,44,96,29,96,101,29,87,50,38,44,96,29,96,101,56,19,124,90,41,75,56,75,22,80,99,33,89
2016-10-10,63,51,30,23,12,10,54,23,55,49,53,54,66,40,67,21,21,69,35,33,26,62,17,48,68,37,15,76,45,26,36,35,47,10,55,68,15,64,32,24,25,33,36,22,61,47,19,34,26,59,53,54,66,40,67,21,21,69,35,33,26,62,17,48,68,21,69,35,33,26,62,17,48,68,37,15,76,45,26,36,35,47,10,55,68,15,64
2016-10-11,87,54,32,19,16,18,44,19,44,70,58,62,67,44,89,12,31,82,34,39,42,82,22,64,74,43,25,88,68,45,56,40,64,18,78,68,23,69,39,25,20,22,42,19,80,58,15,50,33,60,58,62,67,44,89,12,31,82,34,39,42,82,22,64,74,31,82,34,39,42,82,22,64,74,43,25,88,68,45,56,40,64,18,78,68,23,69
2016-10-12,61,51,39,28,17,30,61,28,63,70,50,64,75,44,86,28,24,78,37,40,33,98,24,67,86,32,23,79,56,31,59,33,59,30,48,75,30,84,40,22,16,30,49,18,64,47,17,50,27,54,50,64,75,44,86,28,24,78,37,40,33,98,24,67,86,24,78,37,40,33,98,24,67,86,32,23,79,56,31,59,33,59,30,48,75,30,84
2016-10-13,69,67,31,25,18,23,57,25,52,61,63,69,77,60,80,23,40,63,32,46,35,73,23,66,66,47,18,72,64,30,56,53,64,23,69,81,28,81,52,25,20,31,56,26,80,51,16,55,15,46,63,69,77,60,80,23,40,63,32,46,35,73,23,66,66,40,63,32,46,35,73,23,66,66,47,18,72,64,30,56,53,64,23,69,81,28,81
2016-10-14,83,80,30,21,13,26,62,21,61,71,64,96,93,56,73,21,35,96,52,42,33,81,30,73,83,43,26,92,79,35,65,36,66,26,65,68,18,91,50,24,20,38,44,31,74,70,16,51,37,71,64,96,93,56,73,21,35,96,52,42,33,81,30,73,83,35,96,52,42,33,81,30,73,83,43,26,92,79,35,65,36,66,26,65,68,18,91
2016-10-15,83,62,42,23,15,27,62,23,59,98,69,73,109,62,111,25,34,93,54,52,34,94,42,62,77,61,25,83,71,36,81,66,72,27,65,94,27,98,45,40,28,40,38,42,82,75,21,53,26,68,69,73,109,62,111,25,34,93,54,52,34,94,42,62,77,34,93,54,52,34,94,42,62,77,61,25,83,71,36,81,66,72,27,65,94,27,98
2016-10-16,92,66,48,27,21,35,60,27,50,77,79,71,97,66,92,24,39,93,42,60,56,99,26,87,84,42,21,112,78,39,81,38,74,35,80,89,38,88,44,39,26,33,67,26,98,71,14,63,41,87,79,71,97,66,92,24,39,93,42,60,56,99,26,87,84,39,93,42,60,56,99,26,87,84,42,21,112,78,39,81,38,74,35,80,89,38,88
2016-10-17,67,46,30,10,19,22,44,10,33,60,52,59,69,44,76,18,28,66,37,35,32,58,16,43,64,43,13,77,59,39,43,29,51,22,46,68,23,54,20,21,14,30,39,25,54,50,16,47,27,51,52,59,69,44,76,18,28,66,37,35,32,58,16,43,64,28,66,37,35,32,58,16,43,64,43,13,77,59,39,43,29,51,22,46,68,23,54
2016-10-18,72,50,27,27,16,23,61,27,58,62,57,55,71,61,78,25,28,71,32,38,32,73,21,65,57,47,21,78,77,43,58,38,68,23,49,64,25,56,33,29,22,33,53,19,75,59,20,36,26,48,57,55,71,61,78,25,28,71,32,38,32,73,21,65,57,28,71,32,38,32,73,21,65,57,47,21,78,77,43,58,38,68,23,49,64,25,56
2016-10-19,59,59,31,17,20,23,40,17,39,54,69,53,72,60,76,29,27,69,40,42,44,82,23,61,74,51,18,68,69,35,49,36,50,23,55,65,31,72,45,15,24,36,47,30,89,46,17,53,26,58,69,53,72,60,76,29,27,69,40,42,44,82,23,61,74,27,69,40,42,44,82,23,61,74,51,18,68,69,35,49,36,50,23,55,65,31,72
2016-10-20,73,62,35,26,13,22,61,26,49,74,54,68,91,33,86,26,34,93,36,48,44,72,29,54,74,44,14,93,65,40,41,43,66,22,54,69,28,78,42,22,25,19,38,30,80,52,23,40,32,57,54,68,91,33,86,26,34,93,36,48,44,72,29,54,74,34,93,36,48,44,72,29,54,74,44,14,93,65,40,41,43,66,22,54,69,28,78
2016-10-21,81,51,28,24,22,24,56,24,39,84,66,63,71,55,93,23,35,67,39,45,40,89,28,62,85,54,29,92,77,33,54,48,78,24,74,86,26,87,51,29,26,33,43,27,77,57,23,50,24,62,66,63,71,55,93,23,35,67,39,45,40,89,28,62,85,35,67,39,45,40,89,28,62,85,54,29,92,77,33,54,48,78,24,74,86,26,87
2016-10-22,75,70,41,35,15,32,61,35,56,91,108,68,93,67,85,19,40,95,54,52,35,80,30,68,96,42,18,95,67,33,61,50,79,32,73,103,26,89,56,37,24,41,63,35,80,51,30,55,35,79,108,68,93,67,85,19,40,95,54,52,35,80,30,68,96,40,95,54,52,35,80,30,68,96,42,18,95,67,33,61,50,79,32,73,103,26,89
2016-10-23,107,69,43,23,26,32,62,23,62,78,89,89,89,79,110,33,48,105,41,60,37,76,29,76,93,56,29,93,79,49,70,47,69,32,89,102,37,88,55,38,29,34,67,39,87,63,26,63,35,63,89,89,89,79,110,33,48,105,41,60,37,76,29,76,93,48,105,41,60,37,76,29,76,93,56,29,93,79,49,70,47,69,32,89,102,37,88
2016-10-24,59,49,26,13,15,22,49,13,37,62,63,45,65,49,56,26,18,48,28,31,25,54,18,58,58,26,15,83,57,34,40,44,53,22,48,57,22,79,32,20,19,27,49,20,49,43,13,44,19,48,63,45,65,49,56,26,18,48,28,31,25,54,18,58,58,18,48,28,31,25,54,18,58,58,26,15,83,57,34,40,44,53,22,48,57,22,79
2016-10-25,70,58,32,25,19,34,46,25,44,68,79,66,74,56,66,19,30,77,40,40,37,68,25,70,81,38,20,82,54,34,48,36,61,34,57,77,28,78,41,26,19,29,48,21,82,50,20,43,27,63,79,66,74,56,66,19,30,77,40,40,37,68,25,70,81,30,77,40,40,37,68,25,70,81,38,20,82,54,34,48,36,61,34,57,77,28,78
2016-10-26,78,49,30,13,16,25,63,13,48,60,76,70,79,49,79,17,30,69,40,45,35,85,28,65,72,40,28,66,67,41,55,37,57,25,47,69,14,65,50,29,13,33,39,19,71,63,20,48,26,67,76,70,79,49,79,17,30,69,40,45,35,85,28,65,72,30,69,40,45,35,85,28,65,72,40,28,66,67,41,55,37,57,25,47,69,14,65
2016-10-27,69,52,29,21,22,20,61,21,55,72,64,59,78,56,94,24,30,88,45,62,47,78,29,76,82,46,22,86,69,47,62,36,73,20,56,76,34,72,51,36,23,29,46,31,72,45,29,41,35,50,64,59,78,56,94,24,30,88,45,62,47,78,29,76,82,30,88,45,62,47,78,29,76,82,46,22,86,69,47,62,36,73,20,56,76,34,72
2016-10-28,71,67,37,31,26,25,51,31,51,66,92,73,75,55,89,24,32,82,50,57,41,86,41,67,91,56,22,82,73,47,72,48,67,25,65,84,23,67,47,37,12,48,47,28,87,56,24,49,25,71,92,73,75,55,89,24,32,82,50,57,41,86,41,67,91,32,82,50,57,41,86,41,67,91,56,22,82,73,47,72,48,67,25,65,84,23,67
2016-10-29,69,59,42,28,25,32,60,28,54,85,65,88,105,69,86,29,24,94,46,47,43,92,45,75,84,48,28,93,84,33,80,50,89,32,69,78,30,98,61,31,26,45,61,22,87,72,36,64,36,64,65,88,105,69,86,29,24,94,46,47,43,92,45,75,84,24,94,46,47,43,92,45,75,84,48,28,93,84,33,80,50,89,32,69,78,30,98
2016-10-30,80,58,44,17,16,28,77,17,53,69,83,92,98,79,96,29,40,89,38,54,51,89,33,84,85,57,20,81,85,53,68,46,88,28,78,89,26,111,57,23,26,41,55,27,102,56,23,55,39,84,83,92,98,79,96,29,40,89,38,54,51,89,33,84,85,40,89,38,54,51,89,33,84,85,57,20,81,85,53,68,46,88,28,78,89,26,111
2016-10-31,61,44,32,14,17,24,46,14,42,46,59,69,74,50,54,9,30,58,32,33,27,71,15,48,53,40,8,74,49,29,45,23,55,24,57,65,14,66,33,19,23,27,43,26,60,42,16,44,18,71,59,69,74,50,54,9,30,58,32,33,27,71,15,48,53,30,58,32,33,27,71,15,48,53,40,8,74,49,29,45,23,55,24,57,65,14,66
2016-11-01,82,50,40,15,17,30,74,15,57,67,66,73,86,41,77,33,38,83,59,51,38,78,35,62,86,49,30,77,61,41,48,38,51,30,72,69,38,75,24,21,23,33,44,29,83,60,17,44,26,52,66,73,86,41,77,33,38,83,59,51,38,78,35,62,86,38,83,59,51,38,78,35,62,86,49,30,77,61,41,48,38,51,30,72,69,38,75
2016-11-02,68,67,29,15,24,24,43,15,48,73,67,80,72,72,90,23,33,85,43,57,36,75,27,61,77,53,22,81,70,41,59,30,50,24,72,66,31,91,50,31,12,37,55,28,87,75,16,48,30,67,67,80,72,72,90,23,33,85,43,57,36,75,27,61,77,33,85,43,57,36,75,27,61,77,53,22,81,70,41,59,30,50,24,72,66,31,91
2016-11-03,76,55,41,22,25,24,43,22,57,83,81,65,89,63,69,25,26,105,38,30,45,73,33,67,72,45,19,85,58,37,56,41,76,24,64,86,31,92,36,27,30,36,38,36,84,58,18,43,33,56,81,65,89,63,69,25,26,105,38,30,45,73,33,67,72,26,105,38,30,45,73,33,67,72,45,19,85,58,37,56,41,76,24,64,86,31,92
2016-11-04,69,79,45,19,21,24,64,19,55,76,83,79,94,59,81,23,29,83,44,50,39,88,38,73,85,54,22,117,79,47,58,58,72,24,85,99,32,74,37,34,23,30,46,35,78,57,27,64,33,69,83,79,94,59,81,23,29,83,44,50,39,88,38,73,85,29,83,44,50,39,88,38,73,85,54,22,117,79,47,58,58,72,24,85,99,32,74
2016-11-05,86,57,35,23,18,27,54,23,62,71,74,65,110,63,95,35,42,100,52,60,35,102,21,71,94,58,28,93,75,45,63,52,73,27,70,118,39,96,55,37,20,35,55,32,109,77,31,54,29,86,74,65,110,63,95,35,42,100,52,60,35,102,21,71,94,42,100,52,60,35,102,21,71,94,58,28,93,75,45,63,52,73,27,70,118,39,96
2016-11-06,106,66,44,29,23,34,96,29,69,94,78,90,105,55,114,28,41,110,45,60,46,105,37,76,102,52,28,103,79,50,70,53,77,34,90,94,43,103,45,39,34,45,58,30,87,84,24,58,48,76,78,90,105,55,114,28,41,110,45,60,46,105,37,76,102,41,110,45,60,46,105,37,76,102,52,28,103,79,50,70,53,77,34,90,94,43,103
2016-11-07,61,43,22,24,20,24,52,24,26,57,75,53,65,45,73,22,24,67,39,36,39,65,27,64,79,39,15,64,54,30,59,32,55,24,49,62,23,67,30,23,17,36,41,24,78,44,14,32,19,61,75,53,65,45,73,22,24,67,39,36,39,65,27,64,79,24,67,39,36,39,65,27,64,79,39,15,64,54,30,59,32,55,24,49,62,23,67
2016-11-08,62,54,31,14,12,27,48,14,43,66,68,77,88,63,102,32,30,73,42,34,47,90,25,66,63,46,26,80,63,40,39,38,69,27,47,62,46,67,35,15,26,56,54,22,70,55,26,51,28,59,68,77,88,63,102,32,30,73,42,34,47,90,25,66,63,30,73,42,34,47,90,25,66,63,46,26,80,63,40,39,38,69,27,47,62,46,67
2016-11-09,74,68,36,19,13,25,49,19,54,80,65,67,91,59,95,22,27,77,42,40,31,94,24,52,84,46,21,90,61,22,65,39,73,25,70,74,25,87,42,33,29,27,55,30,80,51,26,42,33,71,65,67,91,59,95,22,27,77,42,40,31,94,24,52,84,27,77,42,40,31,94,24,52,84,46,21,90,61,22,65,39,73,25,70,74,25,87
2016-11-10,68,76,37,35,17,22,60,35,48,71,72,74,76,55,106,33,35,84,49,46,36,83,20,68,78,50,22,90,67,37,57,34,68,22,64,102,30,81,44,21,18,30,49,26,70,59,28,56,38,76,72,74,76,55,106,33,35,84,49,46,36,83,20,68,78,35,84,49,46,36,83,20,68,78,50,22,90,67,37,57,34,68,22,64,102,30,81
2016-11-11,79,69,39,19,24,23,60,19,54,93,88,92,97,58,106,31,39,79,44,52,37,105,35,64,82,47,27,96,66,47,61,50,90,23,76,83,23,97,55,36,27,36,60,23,91,74,27,59,32,60,88,92,97,58,106,31,39,79,44,52,37,105,35,64,82,39,79,44,52,37,105,35,64,82,47,27,96,66,47,61,50,90,23,76,83,23,97
2016-11-12,89,64,43,26,19,29,75,26,64,78,85,71,111,90,113,33,37,89,51,51,45,104,32,87,102,63,23,106,95,43,53,39,83,29,72,78,30,105,53,39,28,39,62,39,94,65,26,62,29,90,85,71,111,90,113,33,37,89,51,51,45,104,32,87,102,37,89,51,51,45,104,32,87,102,63,23,106,95,43,53,39,83,29,72,78,30,105
2016-11-13,83,76,56,24,21,29,70,24,66,99,89,81,100,89,108,23,44,116,46,59,55,113,31,83,108,76,30,110,79,63,72,63,94,29,82,106,39,103,54,42,31,57,55,27,88,83,30,78,36,80,89,81,100,89,108,23,44,116,46,59,55,113,31,83,108,44,116,46,59,55,113,31,83,108,76,30,110,79,63,72,63,94,29,82,106,39,103
2016-11-14,67,49,26,14,9,22,48,14,46,46,59,49,59,57,73,25,31,62,32,47,30,61,24,52,67,45,17,68,55,37,37,53,60,22,44,56,29,52,38,23,27,33,40,20,61,65,21,28,22,62,59,49,59,57,73,25,31,62,32,47,30,61,24,52,67,31,62,32,47,30,61,24,52,67,45,17,68,55,37,37,53,60,22,44,56,29,52
2016-11-15,71,57,39,15,18,20,43,15,50,64,72,70,84,55,80,27,35,83,38,41,44,81,23,76,77,45,30,82,65,42,57,40,74,20,66,86,28,66,47,35,21,43,46,23,85,56,19,53,33,54,72,70,84,55,80,27,35,83,38,41,44,81,23,76,77,35,83,38,41,44,81,23,76,77,45,30,82,65,42,57,40,74,20,66,86,28,66
2016-11-16,65,50,29,23,17,27,59,23,51,62,84,64,84,57,72,28,38,81,47,57,30,82,19,59,76,54,19,74,68,35,49,36,71,27,60,70,32,80,47,26,31,33,57,26,74,47,25,40,32,66,84,64,84,57,72,28,38,81,47,57,30,82,19,59,76,38,81,47,57,30,82,19,59,76,54,19,74,68,35,49,36,71,27,60,70,32,80
2016-11-17,76,53,36,25,14,25,71,25,45,88,76,72,96,76,83,31,37,88,48,34,41,76,34,63,75,67,21,106,81,49,55,56,84,25,75,78,29,90,45,28,14,40,43,43,87,52,28,46,37,54,76,72,96,76,83,31,37,88,48,34,41,76,34,63,75,37,88,48,34,41,76,34,63,75,67,21,106,81,49,55,56,84,25,75,78,29,90
2016-11-18,68,61,38,21,21,27,70,21,57,84,85,75,93,68,106,22,35,96,49,56,35,74,33,71,86,44,23,81,94,48,57,42,88,27,67,85,29,87,51,37,35,33,59,32,91,52,29,49,22,71,85,75,93,68,106,22,35,96,49,56,35,74,33,71,86,35,96,49,56,35,74,33,71,86,44,23,81,94,48,57,42,88,27,67,85,29,87
2016-11-19,89,72,44,21,17,35,68,21,54,87,73,69,98,62,97,37,32,114,34,40,50,111,36,78,89,66,32,106,80,39,80,37,85,35,72,87,36,111,53,33,24,39,55,31,83,68,29,54,36,89,73,69,98,62,97,37,32,114,34,40,50,111,36,78,89,32,114,34,40,50,111,36,78,89,66,32,106,80,39,80,37,85,35,72,87,36,111
2016-11-20,90,79,53,30,19,36,74,30,59,87,74,76,108,70,135,33,43,77,55,61,55,98,40,85,111,58,23,101,93,48,64,81,77,36,77,96,30,92,63,32,26,38,58,40,108,72,28,68,32,64,74,76,108,70,135,33,43,77,55,61,55,98,40,85,111,43,77,55,61,55,98,40,85,111,58,23,101,93,48,64,81,77,36,77,96,30,92
2016-11-21,58,47,27,14,11,21,45,14,34,59,48,61,64,42,76,21,28,76,25,37,34,70,25,51,76,34,16,56,48,33,44,41,63,21,53,64,26,71,39,25,13,37,37,22,76,52,22,42,33,42,48,61,64,42,76,21,28,76,25,37,34,70,25,51,76,28,76,25,37,34,70,25,51,76,34,16,56,48,33,44,41,63,21,53,64,26,71
2016-11-22,78,49,46,17,19,18,35,17,42,64,81,69,83,57,89,25,31,73,46,48,38,68,28,59,78,41,17,85,76,39,49,44,55,18,64,78,32,80,43,30,26,31,45,30,69,36,28,44,25,57,81,69,83,57,89,25,31,73,46,48,38,68,28,59,78,31,73,46,48,38,68,28,59,78,41,17,85,76,39,49,44,55,18,64,78,32,80
2016-11-23,74,50,40,14,17,27,53,14,57,82,76,59,83,69,83,30,41,76,42,47,28,86,44,60,90,48,17,73,61,40,52,39,65,27,65,83,28,72,53,25,28,37,44,26,76,46,18,57,33,66,76,59,83,69,83,30,41,76,42,47,28,86,44,60,90,41,76,42,47,28,86,44,60,90,48,17,73,61,40,52,39,65,27,65,83,28,72
2016-11-24,89,49,37,23,28,28,71,23,46,82,71,60,77,52,102,26,36,90,27,43,42,112,33,66,85,59,24,102,61,47,60,45,66,28,75,84,28,73,41,23,29,33,55,29,85,59,28,41,29,55,71,60,77,52,102,26,36,90,27,43,42,112,33,66,85,36,90,27,43,42,112,33,66,85,59,24,102,61,47,60,45,66,28,75,84,28,73
2016-11-25,75,58,40,23,19,36,57,23,69,83,76,85,93,67,89,37,34,92,45,44,43,94,41,80,82,44,21,91,75,43,64,44,67,36,70,79,39,80,46,32,28,47,71,31,87,57,25,54,31,63,76,85,93,67,89,37,34,92,45,44,43,94,41,80,82,34,92,45,44,43,94,41,80,82,44,21,91,75,43,64,44,67,36,70,79,39,80
2016-11-26,77,62,50,26,20,31,78,26,59,85,83,75,96,57,98,29,38,88,42,49,42,90,29,71,90,55,36,106,99,47,64,47,73,31,84,83,32,86,53,22,15,52,55,27,85,58,31,55,30,80,83,75,96,57,98,29,38,88,42,49,42,90,29,71,90,38,88,42,49,42,90,29,71,90,55,36,106,99,47,64,47,73,31,84,83,32,86
2016-11-27,92,78,38,24,19,29,60,24,62,86,82,83,106,69,108,32,35,129,41,67,50,94,31,70,91,64,29,106,86,49,65,41,86,29,91,98,28,100,57,29,21,48,76,33,110,75,28,62,28,76,82,83,106,69,108,32,35,129,41,67,50,94,31,70,91,35,129,41,67,50,94,31,70,91,64,29,106,86,49,65,41,86,29,91,98,28,100
2016-11-28,73,50,21,17,16,17,52,17,38,72,52,51,68,48,55,14,22,73,29,33,25,76,25,50,62,37,15,79,50,44,49,39,45,17,63,64,21,63,39,22,11,30,38,20,73,50,15,43,30,64,52,51,68,48,55,14,22,73,29,33,25,76,25,50,62,22,73,29,33,25,76,25,50,62,37,15,79,50,44,49,39,45,17,63,64,21,63
2016-11-29,81,49,44,23,21,22,54,23,49,66,70,70,102,41,80,22,32,73,30,55,41,71,35,69,77,45,27,85,74,33,65,56,60,22,69,60,25,75,39,17,14,27,59,17,72,62,17,53,22,56,70,70,102,41,80,22,32,73,30,55,41,71,35,69,77,32,73,30,55,41,71,35,69,77,45,27,85,74,33,65,56,60,22,69,60,25,75
2016-11-30,70,52,28,29,20,18,75,29,41,57,77,66,76,47,85,21,33,73,45,46,41,85,25,71,83,45,26,93,70,38,42,39,62,18,58,81,30,66,37,29,17,28,47,27,81,70,19,51,27,82,77,66,76,47,85,21,33,73,45,46,41,85,25,71,83,33,73,45,46,41,85,25,71,83,45,26,93,70,38,42,39,62,18,58,81,30,66
2016-12-01,54,43,20,23,19,18,31,23,44,51,40,40,71,51,67,18,23,67,30,34,26,53,17,48,61,26,15,63,53,32,37,28,59,18,45,46,21,49,31,26,15,34,42,13,66,49,23,42,24,45,40,40,71,51,67,18,23,67,30,34,26,53,17,48,61,23,67,30,34,26,53,17,48,61,26,15,63,53,32,37,28,59,18,45,46,21,49
2016-12-02,67,44,28,18,17,21,31,18,36,68,58,56,62,54,61,17,30,55,32,37,35,58,12,39,71,38,17,60,38,33,41,26,62,21,52,61,18,82,42,15,24,25,36,19,71,42,13,41,21,47,58,56,62,54,61,17,30,55,32,37,35,58,12,39,71,30,55,32,37,35,58,12,39,71,38,17,60,38,33,41,26,62,21,52,61,18,82
2016-12-03,68,40,25,22,15,24,44,22,47,62,52,59,61,41,72,24,28,68,33,43,27,69,33,49,77,34,16,76,60,25,42,38,38,24,58,65,27,64,26,18,16,28,34,28,69,51,23,40,27,63,52,59,61,41,72,24,28,68,33,43,27,69,33,49,77,28,68,33,43,27,69,33,49,77,34,16,76,60,25,42,38,38,24,58,65,27,64
2016-12-04,84,51,36,27,22,27,61,27,48,70,59,56,65,46,76,23,26,86,32,45,36,72,33,60,68,41,24,87,57,30,57,37,61,27,48,63,23,73,32,23,17,35,46,26,61,53,21,44,27,56,59,56,65,46,76,23,26,86,32,45,36,72,33,60,68,26,86,32,45,36,72,33,60,68,41,24,87,57,30,57,37,61,27,48,63,23,73
